% MSE
(0,708.9318979017855)

(1,506.1704551761983)

(2,460.5576041683513)

(3,445.51967153763826)

(4,435.99089948511255)

(5,427.66064926081)

(6,419.8812576950697)

(7,412.551649388363)

(8,405.6375307841629)

(9,399.11094548031764)

(10,392.94474343983705)

(11,387.11275779886097)

(12,381.5903719331581)

(13,376.3550162246809)

(14,371.38654907887263)

(15,366.6675079956765)

(16,362.18322456192794)

(17,357.9218047656596)

(18,353.8739834690365)

(19,350.03286866131367)

(20,346.3935967056679)

(21,342.95292375395826)

(22,339.70878054613826)

(23,336.65981784206986)

(24,333.80496786219607)

(25,331.14304363675785)

(26,328.67239352309684)

(27,326.3906228709118)

(28,324.29438942875163)

(29,322.37927406212236)

(30,320.63972404798204)

(31,319.06906282850014)

(32,317.65955770649487)

(33,316.4025354800139)

(34,315.28853529756765)

(35,314.3074878907074)

(36,313.44891064155775)

(37,312.70210854533593)

(38,312.056371958658)

(39,311.5011630539784)

(40,311.02628412336617)

(41,310.6220222866259)

(42,310.27926673628605)

(43,309.98959634193005)

(44,309.74533715412855)

(45,309.5395909863272)

(46,309.3662376956638)

(47,309.2199149244206)

(48,309.09597982263006)

(49,308.99045760857655)

(50,308.8999817437381)

(51,308.82173005923204)

(52,308.7533606429352)

(53,308.6929580740414)

(54,308.63934322134384)

(55,308.6103024945917)

(56,308.6074071136815)

(57,308.58956417827784)

(58,308.5772725097486)

(59,308.5686923336988)

(60,308.5646393533993)

(61,308.54648108842457)

(62,308.53421497973994)

(63,308.52490557215657)

(64,308.5181282850579)

(65,308.51525445356265)

(66,308.5010658953179)

(67,308.4911405872037)

(68,308.48382498353453)

(69,308.47943348943534)

(70,308.4658183609523)

(71,308.4562630781421)

(72,308.44859369986574)

(73,308.4423805825436)

(74,308.4382833920589)

(75,308.4279820665655)

(76,308.42016710933973)

(77,308.413729635873)

(78,308.40870082403836)

(79,308.4061835650644)

(80,308.3969176106157)

% MSE_test


% MSSE
(0,523.3)(1,289.56960422666083)(2,292.7522088065082)(3,343.2442635418331)(4,220.23553790358454)(5,137.66433695212461)(6,203.79276635136475)(7,150.03383233555104)(8,136.8701323645636)(9,137.1717497212893)(10,125.09273381940383)(11,134.47474406360865)(12,146.06606973564521)(13,116.89190500487008)(14,123.37634597254609)(15,127.3295044470958)(16,63.64868124638875)(17,81.01954704041658)(18,82.29274289554814)(19,92.00481573357968)(20,67.95293585856405)(21,86.5827368114621)(22,46.71955593059097)(23,23.619076315787638)(24,41.48549355657834)(25,36.31659206722165)(26,49.68475663441329)(27,52.44349553084178)(28,38.067447061088814)(29,33.21115954481717)(30,34.68468414839172)(31,35.10407810052705)(32,14.39566211617826)(33,17.59257156536899)(34,25.11305598900255)(35,12.094901076413215)(36,19.227251633316147)(37,17.366743869027992)(38,19.296826932549976)(39,21.034076019276085)(40,6.627670115798207)(41,19.262292318354095)(42,3.8241670527196976)(43,3.6205511690288086)(44,12.105438042202376)(45,9.191636627564762)(46,26.013514633515534)(47,8.731404641549595)(48,5.704543703296479)(49,19.910631027130485)(50,9.727831614769167)(51,11.357227637160195)(52,12.072675616959408)(53,14.678079335648487)(54,6.84616569109509)(55,18.999868523321503)(56,13.945847568292647)(57,8.029903635912312)(58,10.986501359667495)(59,14.014897856961381)(60,9.330805394017114)(61,8.978123538218917)(62,6.0405914087183366)(63,8.646672300792044)(64,7.7188024838808476)(65,9.702404996074167)(66,6.226961906672744)(67,14.482697043161668)(68,13.45410772304134)(69,16.202098310673417)(70,16.771019366846897)(71,8.276297134016762)(72,4.53951068503658)(73,10.621263763997376)(74,5.094879273704586)(75,4.848637202659252)(76,11.3674682399212)(77,6.227805238615655)(78,5.711615155376409)(79,6.0203388628535865)(80,8.055130015867798)
