% MSE
(0,2310.426555715735)

(1,1454.306455674637)

(2,1137.131868148978)

(3,987.3683334109862)

(4,904.62208030207)

(5,857.1702550591307)

(6,836.1385062648892)

(7,764.6919038144604)

(8,726.0973751812604)

(9,701.5724559215005)

(10,685.4844359402473)

(11,677.3722394845427)

(12,650.4428914061016)

(13,633.7591592673413)

(14,621.9506208535619)

(15,613.6550940361275)

(16,609.5750655889502)

(17,594.8481598405224)

(18,585.101105543123)

(19,578.068097574099)

(20,573.4682935632899)

(21,572.5071828011683)

(22,562.0846951974768)

(23,555.4210330592919)

(24,551.2087243120186)

(25,549.7925263957765)

(26,540.0841740686703)

(27,534.0394240007922)

(28,529.8327012952612)

(29,527.1355683027879)

(30,526.5958527643514)

(31,519.9511687646266)

(32,515.7154099845916)

(33,512.9280870370249)

(34,511.6662928459099)

(35,505.80419937985744)

(36,502.0658315046902)

(37,499.3278827012277)

(38,497.34309037688325)

(39,496.3660969226595)

(40,492.5363036769623)

(41,489.9058889268836)

(42,487.9451775043934)

(43,486.63253546696785)

(44,486.37925352243724)

(45,483.3031709403863)

(46,481.2874825253417)

(47,480.0051231761816)

(48,479.62972997523525)

(49,476.49209336675324)

(50,474.5052087610647)

(51,473.11988902699045)

(52,472.2667384338951)

(53,472.2305823801833)

(54,469.87480626577326)

(55,468.39046565175835)

(56,467.4626239179135)

(57,467.16836117232566)

(58,464.90323790094175)

(59,463.48883502846235)

(60,462.4926717050757)

(61,461.83508915799973)

(62,461.66344551770965)

(63,460.0788025910196)

(64,459.0457733727533)

(65,458.339090916774)

(66,457.9736143131109)

(67,456.5659639766181)

(68,455.64064145626276)

(69,454.938553414842)

(70,454.4018105685053)

(71,454.0863870967748)

(72,453.1428169215964)

(73,452.46640397662014)

(74,451.93636980894877)

(75,451.5465892986049)

(76,451.38723187394675)

(77,450.61771560186304)

(78,450.08094385398385)

(79,449.7027989288639)

(80,449.52003216524986)

% MSE_test


% MSSE
(0,1712.93)(1,1847.9530769383566)(2,1291.0305587165365)(3,1275.2397809873326)(4,823.5284932235035)(5,707.490998347314)(6,576.7878136648866)(7,703.4666311157374)(8,652.016318427333)(9,638.8545219336464)(10,562.6514210023096)(11,655.6866242177887)(12,607.1713798818967)(13,502.3767928102056)(14,348.8302878761767)(15,446.162544777851)(16,430.93637276120506)(17,426.56840881064613)(18,358.49634355225163)(19,463.2462319429125)(20,296.92820513181033)(21,462.80136259024613)(22,369.053499073339)(23,443.7252026878936)(24,366.96218304572443)(25,280.4426975977066)(26,297.9125766866808)(27,323.11918458044494)(28,176.04686707416698)(29,239.9360724023324)(30,206.7170978652877)(31,327.5019387430624)(32,232.14298847205143)(33,252.44249751362452)(34,177.27530970054943)(35,191.4588097541529)(36,234.35581349010477)(37,221.05457542017004)(38,169.45264231966394)(39,313.0689930663105)(40,232.33544485380102)(41,178.30493191556917)(42,144.26217906571446)(43,248.83630536062256)(44,144.5501822826567)(45,186.81958423855787)(46,154.90103840226004)(47,192.3280566834962)(48,136.2714010499605)(49,157.51232042238223)(50,130.84254710271603)(51,152.513528731236)(52,128.5688532422191)(53,161.98123002882733)(54,98.09521613035095)(55,174.79925503371146)(56,190.7848192985419)(57,135.6538595855912)(58,93.65674079628779)(59,163.21265784191442)(60,107.42333668381445)(61,136.84526853466497)(62,174.73424419430268)(63,128.48860880531984)(64,97.32559673979597)(65,148.16290385245784)(66,109.76903852990206)(67,106.98449864759233)(68,110.55722059859004)(69,89.11249893367714)(70,117.81129276485582)(71,115.83297303960049)(72,121.40319939979823)(73,99.37125102447564)(74,108.75993254921443)(75,107.36173149922996)(76,123.9079664475367)(77,111.05760816097141)(78,111.046491129888)(79,102.52536734634462)(80,97.92435010674264)
