% MSE
(0,31.286089059640467)

(1,24.32706470429245)

(2,21.447789441789563)

(3,20.257559738730002)

(4,19.72162671322566)

(5,19.420453650843758)

(6,19.195608951627865)

(7,18.99176889426727)

(8,18.79127127154847)

(9,18.5891001100977)

(10,18.38412365366488)

(11,18.176304192923812)

(12,17.965897714839496)

(13,17.753249293441677)

(14,17.538746928475)

(15,17.322812179546627)

(16,17.10589792605715)

(17,16.888486978866794)

(18,16.67109039057946)

(19,16.45424526175165)

(20,16.23851199049227)

(21,16.024470937866994)

(22,15.812718492330553)

(23,15.603862527786438)

(24,15.398517263350968)

(25,15.197297548586397)

(26,15.000812615753254)

(27,14.809659360292844)

(28,14.62441523191549)

(29,14.445630840816635)

(30,14.273822405978692)

(31,14.109464194378237)

(32,13.952981120170104)

(33,13.80474169037843)

(34,13.665051496987743)

(35,13.534147463220828)

(36,13.412193052849588)

(37,13.299274644327276)

(38,13.195399255278055)

(39,13.100493776664663)

(40,13.014405839459581)

(41,12.936906390114109)

(42,12.867693995481586)

(43,12.806400834785881)

(44,12.75260026821055)

(45,12.705815801950326)

(46,12.665531202011874)

(47,12.631201448027465)

(48,12.60226416840683)

(49,12.578151163668412)

(50,12.558299609559702)

(51,12.5421625383645)

(52,12.529218226936477)

(53,12.518978173054174)

(54,12.510993415250043)

(55,12.504859040934836)

(56,12.500216827270044)

(57,12.496756061386748)

(58,12.49421268314583)

(59,12.492366976963083)

(60,12.491040107131006)

(61,12.49009001551174)

(62,12.489415166966502)

(63,12.489353579588723)

(64,12.489055080339288)

(65,12.488890285175923)

(66,12.48877820252436)

(67,12.48869523944745)

(68,12.488639295013497)

(69,12.488625457796195)

(70,12.488500825495255)

(71,12.4884187712436)

(72,12.488365066681773)

(73,12.488345002427552)

(74,12.488221964696944)

(75,12.488142448138564)

(76,12.488084742083434)

(77,12.488045360688027)

(78,12.488033473879074)

(79,12.487940766693933)

(80,12.487878258207203)

% MSE_test


% MSSE
(0,26.31)(1,87.939662374643)(2,99.57423383361383)(3,62.49114589975089)(4,26.87212152833968)(5,17.87666032976705)(6,22.25141286873396)(7,19.361129914741717)(8,28.873409462086144)(9,49.8586396617607)(10,29.67821917869355)(11,47.9386559908971)(12,10.283616609894816)(13,58.75216147738328)(14,54.23342245675244)(15,56.024827484398884)(16,29.459063492961562)(17,102.49927703725132)(18,30.3655219650301)(19,40.694045859702044)(20,43.3952075090278)(21,33.36172539582915)(22,53.731190841583015)(23,86.55485905103309)(24,66.11859056273055)(25,53.1477795335573)(26,29.140683520054345)(27,42.074624913228305)(28,47.47412277931526)(29,24.050064180577383)(30,27.25597400781211)(31,48.96570855743173)(32,2.8241288970344254)(33,58.246214614710134)(34,62.83960659222975)(35,24.161711834934493)(36,18.852233333470025)(37,53.353664596028736)(38,23.397268206760142)(39,19.42626444655951)(40,86.75066518697732)(41,60.7727541858259)(42,23.18953523575194)(43,39.08361494799049)(44,0.9683814669572074)(45,107.57528840754424)(46,20.206728973358356)(47,85.78715443564437)(48,41.25903419572555)(49,66.09796220064234)(50,43.693977295247784)(51,63.287207899062416)(52,87.85955638857031)(53,88.21100304008111)(54,21.647730991495028)(55,66.18794435759386)(56,0.058644740766960156)(57,45.509941931457)(58,44.16188200651945)(59,45.58673943779575)(60,22.279343250368516)(61,44.66198317474525)(62,68.07157456294571)(63,68.67297593085794)(64,90.62505120864944)(65,68.26297570798572)(66,112.79825611216322)(67,22.534455907415936)(68,22.907143846120135)(69,45.854876562469364)(70,22.560729821662015)(71,45.49386839622852)(72,45.47785681283971)(73,91.3873150718362)(74,68.07945342431346)(75,22.979518774840532)(76,0.03716792264799593)(77,22.992331368644457)(78,113.39653976456131)(79,22.660277358643373)(80,22.9824616426952)
