% MSE
(0,72.91982127297555)

(1,72.68676267059453)

(2,128.94160471782737)

(3,128.2452347741276)

(4,49.824890767490245)

(5,49.78283185437647)

(6,114.66133407266636)

(7,114.08306482016484)

(8,47.11910965743209)

(9,47.09942809466904)

(10,44.7874828161697)

(11,44.787084273204506)

(12,50.784436907591726)

(13,50.73444235619781)

(14,152.8482216581298)

(15,151.9541392161852)

(16,106.40951372450913)

(17,105.89948867486484)

(18,136.57898223492012)

(19,135.81944965333165)

(20,52.95215028505085)

(21,52.88422831095189)

(22,119.8610473788167)

(23,119.2397754584563)

(24,101.70704261287091)

(25,101.2359079387961)

(26,108.01844094459791)

(27,107.49510974540627)

(28,59.82172346269241)

(29,59.69698874598672)

(30,45.42853136116959)

(31,45.422831218666325)

(32,152.8482216581298)

(33,151.9541392161852)

(34,87.37883651754723)

(35,87.02619897042044)

(36,116.37385341661178)

(37,115.78142128700271)

(38,116.37385341661178)

(39,115.78142128700271)

(40,49.824890767490245)

(41,49.78283185437647)

(42,70.80004334567901)

(43,70.58451573025349)

(44,140.52198154209452)

(45,139.72983956848935)

(46,103.25381455864569)

(47,102.76988777155971)

(48,46.81544319793772)

(49,46.79827301746221)

(50,101.70704261287091)

(51,101.2359079387961)

(52,90.07873033844123)

(53,89.7037641300213)

(54,48.94821832647405)

(55,48.91340966959222)

(56,97.19103732417476)

(57,96.75725091606095)

(58,68.76313911746784)

(59,68.56445710694956)

(60,44.91829196541764)

(61,44.916811604654676)

(62,75.12247289935743)

(63,74.87119792797272)

(64,68.76313911746784)

(65,68.56445710694956)

(66,91.45975488604525)

(67,91.0733673287107)

(68,46.53249516321468)

(69,46.5176650195147)

(70,58.282061428993366)

(71,58.17006002490552)

(72,123.431115040107)

(73,122.78031794694692)

(74,55.45135845885141)

(75,55.36276753385446)

(76,95.72713907748536)

(77,95.30545940033448)

(78,51.82685674677863)

(79,51.768241175056296)

(80,132.71885662683113)

(81,131.991248055211)

(82,74.01078787378079)

(83,73.76870675965397)

(84,64.9379517583016)

(85,64.77090481145308)

(86,52.37914430352906)

(87,52.31596120337447)

(88,123.431115040107)

(89,122.78031794694692)

(90,104.82130492919174)

(91,104.3244146835826)

(92,148.6566012536993)

(93,147.79718434991605)

(94,77.40799822482465)

(95,77.13782150238801)

(96,50.2943046251553)

(97,50.24836356565748)

(98,104.82130492919174)

(99,104.3244146835826)

(100,56.12795656422984)

(101,56.03377003772831)

(102,146.59186868864117)

(103,145.7495275356705)

(104,45.60788727203592)

(105,45.600703820317435)

(106,121.63572199707622)

(107,120.99977316307202)

(108,48.94821832647405)

(109,48.91340966959222)

(110,47.78859785073487)

(111,47.76337948686046)

(112,132.71885662683113)

(113,131.991248055211)

(114,47.78859785073487)

(115,47.76337948686046)

(116,80.99167439881062)

(117,80.69185995845554)

(118,152.8482216581298)

(119,151.9541392161852)

(120,52.37914430352906)

(121,52.31596120337447)

(122,48.15441958454326)

(123,48.12617580184509)

(124,108.01844094459791)

(125,107.49510974540627)

(126,48.54095974312298)

