% MSE
(0,4297.843805874719)

(1,2676.4399442966433)

(2,2530.815503399222)

(3,2470.827599265992)

(4,2419.6134447779004)

(5,2373.9519769801013)

(6,2333.4154008536375)

(7,2297.61952171419)

(8,2266.166654590178)

(9,2238.6532086670195)

(10,2214.677818528176)

(11,2193.848954200785)

(12,2175.791735501839)

(13,2160.153718861204)

(14,2146.6094793793673)

(15,2134.86387714818)

(16,2124.6539702248297)

(17,2115.7496115676745)

(18,2107.9528377558213)

(19,2101.096217656894)

(20,2095.040374473596)

(21,2089.670921350445)

(22,2084.8950574433798)

(23,2080.6380586752816)

(24,2076.8398680165624)

(25,2073.4519484313078)

(26,2070.4345130692946)

(27,2067.75419759471)

(28,2065.382193930534)

(29,2063.292827163105)

(30,2061.462530250791)

(31,2059.869155104145)

(32,2058.4915525719634)

(33,2057.30935577025)

(34,2056.30290836951)

(35,2055.4532892701004)

(36,2054.742395372241)

(37,2054.1530534302433)

(38,2053.6691395703347)

(39,2053.275690875004)

(40,2052.958997821775)

(41,2052.7066698034287)

(42,2052.507669108531)

(43,2052.352317485517)

(44,2052.232457097326)

(45,2052.147616654481)

(46,3626.0428141874368)

(47,3367.9943290409497)

(48,3216.361586578249)

(49,3083.685149146598)

(50,2964.490172944261)

(51,2857.82139110487)

(52,2762.831813639162)

(53,2678.629116025)

(54,2604.291080671773)

(55,2538.885174636134)

(56,2481.4875645092993)

(57,2431.2008247621984)

(58,2387.1696991903605)

(59,2348.5943704327246)

(60,2314.7408232616212)

(61,2284.94804581932)

(62,2258.6319883256147)

(63,2235.2863778822853)

(64,2214.480656700444)

(65,2195.855455653581)

(66,2179.1161237857)

(67,2164.0248989893694)

(68,2150.3923217475262)

(69,2138.0684638991056)

(70,2126.9344740426905)

(71,2116.8948406831087)

(72,2107.8706563916858)

(73,2099.7940446914376)

(74,2092.6037985671287)

(75,2086.242185174809)

(76,2080.6528014388537)

(77,2075.7793216229024)

(78,2071.564958795035)

(79,2067.9524628263266)

(80,2064.8844922186477)

(81,2062.304219614112)

% MSE_test
(0,4847.381831577416)(1,3427.880687046851)(2,3361.959332196865)(3,3329.4595832060845)(4,3291.4888568073393)(5,3255.082558727425)(6,3221.804564350858)(7,3191.533261617403)(8,3163.8928685973037)(9,3138.49497536344)(10,3114.9681138445562)(11,3092.9661423736065)(12,3072.175104677863)(13,3052.318808145296)(14,3033.162890104118)(15,3014.5172435868567)(16,2996.236750763683)(17,2978.2203583456885)(18,2960.4086119231074)(19,2942.7798412229545)(20,2925.3452495247993)(21,2908.143204026025)(22,2891.2330469899216)(23,2874.688749463051)(24,2858.592711319715)(25,2843.029976385912)(26,2828.083083442114)(27,2813.8277179126303)(28,2800.3292696544845)(29,2787.6403440219674)(30,2775.7992193383575)(31,2764.829197264974)(32,2754.7387533805686)(33,2745.522367539676)(34,2737.1618902317214)(35,2729.628300773443)(36,2722.8836849247414)(37,2716.883351629906)(38,2711.5777492665043)(39,2706.9148311564645)(40,2702.8399116246705)(41,2699.3046917042816)(42,2696.234476427009)(43,2693.6895227289947)(44,2691.057665266182)(45,2691.3839458936695)(46,4651.568314773097)(47,4408.620393354055)(48,4273.119376338663)(49,4152.078889122523)(50,4041.511015465615)(51,3941.255314040784)(52,3850.6547306147236)(53,3768.832603480366)(54,3694.862831171066)(55,3627.8210839099934)(56,3566.807974095674)(57,3510.967669336062)(58,3459.5042868916853)(59,3411.695558147661)(60,3366.903287818642)(61,3324.580296603567)(62,3284.273714109756)(63,3245.6246764864213)(64,3208.36466535627)(65,3172.30888812574)(66,3137.347232334016)(67,3103.4334191491394)(68,3070.5730279683635)(69,3038.8110643806335)(70,3008.219700929757)(71,2978.886741467793)(72,2950.905255330335)(73,2924.3647083115716)(74,2899.343794345741)(75,2875.90505436682)(76,2854.09126395039)(77,2833.9234836301025)(78,2815.400596869067)(79,2798.5001115713367)(80,2783.1799690559455)(81,2769.38109296939)

% MSSE
