% MSE
(0,7760.473575234941)

(1,552.5755812529833)

(2,540.8176332127224)

(3,531.7108845331587)

(4,523.0428526829706)

(5,514.8022771870358)

(6,506.98891535691064)

(7,499.6033671721236)

(8,492.64647701552843)

(9,486.11881828323243)

(10,480.02016534320046)

(11,474.3489812582004)

(12,469.1019513326068)

(13,464.273589083201)

(14,459.8559360398502)

(15,455.83837047396025)

(16,452.2075332909695)

(17,448.9473724503912)

(18,446.03930086415716)

(19,443.46245712984353)

(20,441.19405390900664)

(21,439.2097953697143)

(22,437.4843428887716)

(23,435.9918071065593)

(24,434.7062443758486)

(25,433.60213658774995)

(26,432.6548353547811)

(27,431.8409556204949)

(28,431.1387202159102)

(29,430.5283931526083)

(30,429.99444179306926)

(31,429.5500645422701)

(32,429.43751575552756)

(33,1820.7038303728675)

(34,959.6218075510078)

(35,897.9312755835983)

(36,845.4036273961196)

(37,800.3492297719171)

(38,761.493504592509)

(39,727.7390275233541)

(40,698.1603192942443)

(41,671.9942500571558)

(42,648.6261185931202)

(43,627.5726416610675)

(44,608.4631433554903)

(45,591.0201757964265)

(46,575.0406566704498)

(47,560.3783981765724)

(48,546.928653234088)

(49,534.6150475211218)

(50,523.3790268397256)

(51,513.1717494329639)

(52,503.9482050821827)

(53,495.66325109832076)

(54,488.2692156755885)

(55,481.71472156538084)

(56,475.9444146022076)

(57,470.8993289384832)

(58,466.5176725820178)

(59,462.7358649920731)

(60,459.48969887420714)

(61,456.7155309154463)

(62,454.35144387167486)

(63,452.3385039570055)

(64,450.62433333824663)

(65,449.2007955819539)

(66,448.67785178528106)

(67,448.35147172765335)

(68,33591.42632913202)

(69,929.6339547715892)

(70,868.0116880773735)

(71,822.4841101683365)

(72,782.2102628059241)

(73,746.4121578948759)

(74,714.4561346650169)

(75,685.8054793461174)

(76,660.0135987284444)

(77,636.7152992942301)

(78,615.6163668589984)

(79,596.4822229924916)

(80,579.1264106117592)

(81,563.3995697890764)

(82,549.1794326750583)

% MSE_test
